date,desc,amount,cat,Debits and credits,Balance
19/10/18,From: DBS CHILDCARE,0.0,NAN,0,0
19/10/18,Ref: A002VK8H0YNL,0.0,Personal - Childcare,0,0
19/10/18,INWARD DIRECT CREDIT,16147.25,Income,"$16,147.25 ","$23,157.80 "
19/10/18,From: Etcetc Music Pty,0.0,Income,0,0
19/10/18,Ref: MINISTRY OF SOUND,0.0,Income,0,0
19/10/18,WOOLWORTHS 1474 REDFE-21:46,-65.6,Personal - Groceries,($65.60),"$7,010.55 "
19/10/18,BENTWOOD FITZROY PTY -13:09,-79.4,Expense - Travel,($79.40),"$7,076.15 "
19/10/18,INWARD DIRECT CREDIT,2.5,Fees,$2.50 ,"$7,155.55 "
19/10/18,From: ME 1100,0.0,NAN,0,0
19/10/18,Ref: ATM Operator Fee R,0.0,Fees,0,0
19/10/18,INWARD DIRECT CREDIT,5280.0,Income,"$5,280.00 ","$7,153.05 "
19/10/18,From: Westpac Choice,0.0,Income,0,0
18/10/18,UBER EATS IBWZP HELP.-09:41,-50.0,Personal - Skye,($50.00),"$1,873.05 "
17/10/18,EZI*NCIE Fitness Ctr -13:17,-107.31,Personal - Health & Wellbeing,($107.31),"$1,923.05 "
17/10/18,DAN MURPHYS 1879 ALEX-16:22,-72.88,Personal - Alcohol,($72.88),"$2,030.36 "
17/10/18,THE TUDOR REDFERN RED-17:20,-43.65,Personal - Drinking Out,($43.65),"$2,103.24 "
16/10/18,WOOLWORTHS 1474 REDFE-17:44,-16.45,Personal - Groceries,($16.45),"$2,146.89 "
16/10/18,WOOLWORTHS 1474 REDFE-13:10,-31.0,Personal - Groceries,($31.00),"$2,163.34 "
16/10/18,WOOLWORTHS 1474 REDFE-11:12,-50.09,Personal - Groceries,($50.09),"$2,194.34 "
16/10/18,WOOLWORTHS 1474 REDFE-20:55,-69.0,Personal - Groceries,($69.00),"$2,244.43 "
16/10/18,GOLDEN AGE CINEMA & S-19:16,-46.46,Personal - Entertainment,($46.46),"$2,313.43 "
15/10/18,KENNYS PORK ROLLS DAR-13:47,-10.4,Personal - Lunch,($10.40),"$2,359.89 "
15/10/18,Hotel Harry Surry Hil-23:56,-45.54,Personal - Drinking Out,($45.54),"$2,370.29 "
14/10/18,ATM W/D GRG-City Conv-20:45,-400.0,Personal - Cash Out,($400.00),"$2,415.83 "
14/10/18,ATM OPERATOR FEE -20:45,-2.5,Fees,($2.50),"$2,815.83 "
13/10/18,GM CABS PTY LTD MASCO-09:25,-21.0,Expense - Travel - Taxis,($21.00),"$2,818.33 "
13/10/18,CLEMENTINE S WINE &QP-10:35,-14.0,Personal - Lunch,($14.00),"$2,839.33 "
12/10/18,UBER TRIP MCIQV HELP.-06:50,-16.32,Expense - Travel - Taxis,($16.32),"$2,853.33 "
12/10/18,UBER TRIP NM43K HELP.-05:05,-25.57,Expense - Travel - Taxis,($25.57),"$2,869.65 "
11/10/18,ALDI STORES - DARLING-14:24,-10.93,Personal - Groceries,($10.93),"$2,895.22 "
11/10/18,WOOLWORTHS 1474 REDFE-17:45,-29.35,Personal - Groceries,($29.35),"$2,906.15 "
10/10/18,CITYOFSYDNEY PARKING -19:24,-5.8,Expense - Travel - Parking,($5.80),"$2,935.50 "
10/10/18,GM CABS PTY LTD MASCO-15:44,-15.75,Expense - Travel - Taxis,($15.75),"$2,941.30 "
10/10/18,CREATE CATERING ULTIM-14:31,-39.6,Expense - Greenups,($39.60),"$2,957.05 "
10/10/18,CREATE CATERING ULTIM-14:39,-12.0,Expense - Greenups,($12.00),"$2,996.65 "
10/10/18,AIBOSHI GROUP PTY LI -14:52,-20.5,Expense - Meeting,($20.50),"$3,008.65 "
10/10/18,CITYOFSYDNEY PARKING -13:27,-5.8,Expense - Travel - Parking,($5.80),"$3,029.15 "
9/10/18,UBER *EATS NNJT3 SYDN-19:05,-76.4,Personal - Eating Out,($76.40),"$3,034.95 "
9/10/18,WOOLWORTHS 1474 REDFE-17:16,-35.95,Personal - Groceries,($35.95),"$3,111.35 "
9/10/18,INWARD DIRECT CREDIT,2760.0,Income,"$2,760.00 ","$3,147.30 "
9/10/18,From: NATIONAL INTERNET BANK,0.0,NAN,0,0
9/10/18,Ref: Inv 18008,0.0,NAN,0,0
8/10/18,OUTWARD D/E DISHONOUR,-10.0,Fees,($10.00),$387.30 
8/10/18,REDFERN AND CO OPERAT-20:14,-24.0,Personal - Coffee,($24.00),$397.30 
7/10/18,THE TUDOR REDFERN RED-18:03,-49.0,Personal - Drinking Out,($49.00),$421.30 
7/10/18,POS W/D -13:50,-15.99,Personal - Health & Wellbeing,($15.99),$470.30 
7/10/18,CHEMIST WAREHOUSE /DARLINGHURST AU,0.0,,0,0
6/10/18,WOOLWORTHS 1474 REDFE-09:21,-11.45,Personal - Groceries,($11.45),$486.29 
5/10/18,WWW.INGOGO SYDNEY-09:09,-21.1,Expense - Travel - Taxis,($21.10),$497.74 
5/10/18,UBER *TRIP ETVDM SYDN-16:26,-41.44,Expense - Travel - Taxis,($41.44),$518.84 
5/10/18,UBER *TRIP OXVLK SYDN-12:43,-40.95,Expense - Travel - Taxis,($40.95),$560.28 
4/10/18,PAYPAL *MICROSOFT MIC-00:00,-13.0,Expense - Subscriptions & Software Licences,($13.00),$601.23 
3/10/18,TASTE GROWERS MARKET -10:49,-3.5,Personal - Coffee,($3.50),$614.23 
3/10/18,GM SYDNEY PTY LTD ZET-10:33,-9.5,Expense - Travel - Taxis,($9.50),$617.73 
3/10/18,EZI*NCIE Fitness Ctr -13:30,-107.31,Personal - Health & Wellbeing,($107.31),$627.23 
3/10/18,PAYPAL *SONOSAUSTRA 4-00:00,-718.4,Expense - Office IT,($718.40),$734.54 
3/10/18,THE TUDOR REDFERN RED-18:42,-85.0,Personal - Drinking Out,($85.00),"$1,452.94 "
3/10/18,DOMINOS REDFERN REDFE-17:53,-38.85,Personal - Eating Out,($38.85),"$1,537.94 "
3/10/18,DAN MURPHYS 1879 ALEX-13:33,-189.69,Expense - Greenups,($189.69),"$1,576.79 "
2/10/18,VIRGIN MOBILE H/O MAC-11:42,-135.34,Expense - Phone & Internet,($135.34),"$1,766.48 "
1/10/18,COFFEE TEA & ME PTYQP-09:31,-12.9,Personal - Skye,($12.90),"$1,901.82 "
1/10/18,V/CELLARS 3938 ZETLAN-10:29,-51.98,Personal - Alcohol,($51.98),"$1,914.72 "
1/10/18,THE TUDOR REDFERN QPS-17:49,-25.0,Personal - Drinking Out,($25.00),"$1,966.70 "
30/9/18,KMART 1155 BROADWAY-13:52,-39.0,Personal - Family,($39.00),"$1,991.70 "
30/9/18,THE TUDOR REDFERN RED-18:15,-60.0,Personal - Drinking Out,($60.00),"$2,030.70 "
29/9/18,POS W/D -13:08,-30.7,Personal - Eating Out,($30.70),"$2,090.70 "
29/9/18,SUSHI HON ULTIMO AU,0.0,NAN,0,0
29/9/18,CITYOFSYDNEY PARKING -20:38,-1.0,Expense - Travel - Parking,($1.00),"$2,121.40 "
28/9/18,ENERGYAUSTRALIA PTY L-13:25,-1085.44,Expense - Utilities,"($1,085.44)","$2,122.40 "
28/9/18,CLEMENTINE S WINE &QP-08:54,-4.0,Personal - Coffee,($4.00),"$3,207.84 "
27/9/18,IINET LIMITED PERTH-09:30,-129.98,Expense - Phone & Internet,($129.98),"$3,211.84 "
26/9/18,WOOLWORTHS 1474 REDFE-20:40,-72.49,Personal - Groceries,($72.49),"$3,341.82 "
25/9/18,INTERNET BANKING BPAY,-2000.0,ATO Payment,"($2,000.00)","$3,414.31 "
25/9/18,BILLER: 75556 CRN: 119479406397760  RCPT: MEB201809249420002377,0.0,ATO Payment,0,0
25/9/18,COPPOLA PIZZA REFERN-18:10,-49.0,Personal - Eating Out,($49.00),"$5,414.31 "
24/9/18,INTERNET BANKING INT TFR,-3098.04,Mortgage,"($3,098.04)","$5,463.31 "
24/9/18,TFR TO: 944600 000359484 FT182671H 7PC,0.0,Mortgage,0,0
24/9/18,THE TUDOR REDFERN QPS-18:06,-22.5,Personal - Drinking Out,($22.50),"$8,561.35 "
24/9/18,THE TUDOR REDFERN QPS-19:56,-25.0,Personal - Drinking Out,($25.00),"$8,583.85 "
23/9/18,THE TUDOR REDFERN QPS-18:12,-33.0,Personal - Drinking Out,($33.00),"$8,608.85 "
23/9/18,THE TUDOR REDFERN QPS-18:01,-9.0,Personal - Drinking Out,($9.00),"$8,641.85 "
23/9/18,IPY*JETSTAR MENU AFS -20:15,-14.0,Expense - Travel,($14.00),"$8,650.85 "
23/9/18,THE TUDOR REDFERN QPS-19:22,-23.5,Personal - Drinking Out,($23.50),"$8,664.85 "
22/9/18,POS W/D -11:59,-15.5,Expense - Office Supplies,($15.50),"$8,688.35 "
22/9/18,Campos Alexandria AU,0.0,Expense - Office Supplies,0,0
22/9/18,HOKKA HOKKA QPS SYDNE-14:25,-18.9,Personal - Lunch,($18.90),"$8,703.85 "
22/9/18,WOOLWORTHS 1474 REDFE-07:28,-7.63,Personal - Groceries,($7.63),"$8,722.75 "
22/9/18,JB HI FI STRAND ARCA -14:01,-89.0,Expense - Office IT,($89.00),"$8,730.38 "
21/9/18,CHINESE NORTH RESTAU -21:21,-21.6,Personal - Eating Out,($21.60),"$8,819.38 "
21/9/18,INWARD DIRECT CREDIT,2.5,Fees,$2.50 ,"$8,840.98 "
21/9/18,From: ME 1100,0.0,NAN,0,0
21/9/18,Ref: ATM Operator Fee R,0.0,Fees,0,0
21/9/18,INWARD DIRECT DEBIT,-1305.0,Personal - Childcare,"($1,305.00)","$8,838.48 "
21/9/18,From: DBS CHILDCARE,0.0,Personal - Childcare,0,0
21/9/18,Ref: A002RPTR0N3Z,0.0,Personal - Childcare,0,0
21/9/18,UBER *TRIP WGN3V SYDN-17:59,-66.74,Expense - Travel - Taxis,($66.74),"$10,143.48 "
21/9/18,UBER *TRIP YNDRL SYDN-09:11,-22.95,Expense - Travel - Taxis,($22.95),"$10,210.22 "
20/9/18,POS W/D -23:08,-182.0,UNKNOWN,($182.00),"$10,233.17 "
20/9/18,UBER *TRIP FY2D6 SYDN-19:27,-9.06,Expense - Travel - Taxis,($9.06),"$10,415.17 "
20/9/18,UBER TRIP MKAPR HELP.-03:12,-12.77,Expense - Travel - Taxis,($12.77),"$10,424.23 "
20/9/18,UBER TRIP XEJKL HELP.-00:58,-7.5,Expense - Travel - Taxis,($7.50),"$10,437.00 "
20/9/18,UBER *TRIP WLYB2 SYDN-14:53,-29.58,Expense - Travel - Taxis,($29.58),"$10,444.50 "
20/9/18,UBER TRIP RFVJX HELP.-06:23,-8.44,Expense - Travel - Taxis,($8.44),"$10,474.08 "
20/9/18,BREADFERN PTY LTD RED-08:32,-19.0,Personal - Groceries,($19.00),"$10,482.52 "
19/9/18,GM CABS PTY LTD MASCO-23:40,-18.38,Expense - Travel - Taxis,($18.38),"$10,501.52 "
19/9/18,UBER TRIP T2WFA HELP.-13:28,-10.87,Expense - Travel - Taxis,($10.87),"$10,519.90 "
19/9/18,EZI*NCIE Fitness Ctr -11:38,-107.31,Personal - Health & Wellbeing,($107.31),"$10,530.77 "
19/9/18,UBER *TRIP PCZ73 SYDN-08:51,-7.5,Expense - Travel - Taxis,($7.50),"$10,638.08 "
19/9/18,UBER TRIP QYF7P HELP.-10:45,-7.5,Expense - Travel - Taxis,($7.50),"$10,645.58 "
18/9/18,UBER *TRIP VIN2F SYDN-17:33,-7.5,Expense - Travel - Taxis,($7.50),"$10,653.08 "
18/9/18,UBER *TRIP 3HMBQ SYDN-16:34,-5.97,Expense - Travel - Taxis,($5.97),"$10,660.58 "
18/9/18,WOOLWORTHS 1474 REDFE-16:43,-13.68,Personal - Groceries,($13.68),"$10,666.55 "
18/9/18,WOOLWORTHS 1474 REDFE-16:40,-50.1,Personal - Groceries,($50.10),"$10,680.23 "
18/9/18,WOOLWORTHS 1474 REDFE-14:09,-58.73,Expense - Office Supplies,($58.73),"$10,730.33 "
18/9/18,BP CONNECT 0964 REDFE-16:04,-50.29,Expense - Travel,($50.29),"$10,789.06 "
18/9/18,UBER *TRIP MPXPF SYDN-09:10,-12.16,Expense - Travel - Taxis,($12.16),"$10,839.35 "
17/9/18,INWARD DIRECT CREDIT,4400.0,Income,"$4,400.00 ","$10,851.51 "
17/9/18,From: COMMONWEALTH BANK,0.0,Income,0,0
17/9/18,Ref: Pin Holonweb2,0.0,Income,0,0
17/9/18,PP*SEKFUNBBQ HOUSE Re-00:00,-64.5,Personal - Eating Out,($64.50),"$6,451.51 "
15/9/18,UBER *TRIP KSDCS SYDN-21:42,-7.35,Expense - Travel - Taxis,($7.35),"$6,516.01 "
14/9/18,Made By Merivale Sydn-19:11,-145.15,Personal - Eating Out,($145.15),"$6,523.36 "
14/9/18,UBER TRIP P2XGH HELP.-10:31,-9.48,Expense - Travel - Taxis,($9.48),"$6,668.51 "
13/9/18,GIANT DWARF THEATRE R-16:27,-28.5,Personal - Entertainment,($28.50),"$6,677.99 "
13/9/18,DAN MURPHYS 1879 ALEX-19:20,-49.95,Personal - Alcohol,($49.95),"$6,706.49 "
12/9/18,ATM W/D AB HOTEL GLEB-21:06,-100.0,Personal - Cash Out,($100.00),"$6,756.44 "
12/9/18,ATM OPERATOR FEE -21:06,-2.5,Fees,($2.50),"$6,856.44 "
12/9/18,ALDI STORES - BROADWA-13:31,-24.33,Personal - Groceries,($24.33),"$6,858.94 "
12/9/18,BOURKE ST BAKERY P L -12:04,-9.0,Personal - Groceries,($9.00),"$6,883.27 "
12/9/18,SUSHI HON ULTIMO-13:15,-39.7,Expense - Working Lunch,($39.70),"$6,892.27 "
12/9/18,DENDY CINEMAS PTY LT -20:53,-9.0,Personal - Entertainment,($9.00),"$6,931.97 "
11/9/18,WOOLWORTHS 1474 REDFE-10:23,-24.83,Personal - Groceries,($24.83),"$6,940.97 "
10/9/18,KMART 1155 BROADWAY-12:39,-94.0,Personal - Family,($94.00),"$6,965.80 "
10/9/18,GOOGLE*GOOGLE G.CO HE-00:00,-3.99,Expense - Subscriptions & Software Licences,($3.99),"$7,059.80 "
10/9/18,REDFORNO PTY LTD PUNC-19:28,-68.31,Personal - Eating Out,($68.31),"$7,063.79 "
9/9/18,SQ *BLACK STAR PASTRY-09:15,-16.8,Personal - Coffee,($16.80),"$7,132.10 "
8/9/18,ATM W/D WESTPACREDFER-14:01,-100.0,Personal - Cash Out,($100.00),"$7,148.90 "
8/9/18,WOOLWORTHS 1474 REDFE-15:26,-67.3,Personal - Groceries,($67.30),"$7,248.90 "
8/9/18,REDFERN CONVENIENCE R-18:14,-14.95,Personal - Groceries,($14.95),"$7,316.20 "
8/9/18,COPPOLA PIZZA REFERN-18:16,-47.0,Personal - Eating Out,($47.00),"$7,331.15 "
7/9/18,EZI*NCIE Fitness Ctr -11:52,-107.31,Personal - Health & Wellbeing,($107.31),"$7,378.15 "
7/9/18,SUSHI WORLD GLEBE-11:35,-21.72,Personal - Lunch,($21.72),"$7,485.46 "
7/9/18,PAYPAL *MICROSOFT MIC-00:00,-13.0,Expense - Subscriptions & Software Licences,($13.00),"$7,507.18 "
7/9/18,UBER TRIP CECA7 HELP.-10:27,-19.34,Expense - Travel - Taxis,($19.34),"$7,520.18 "
7/9/18,Bruce Leaves Pty Ltd -12:51,-14.9,Personal - Skye,($14.90),"$7,539.52 "
7/9/18,TAXI COMBINED 133300 -22:05,-20.9,Expense - Travel - Taxis,($20.90),"$7,554.42 "
7/9/18,INWARD DIRECT DEBIT,-1000.0,Personal - Childcare,"($1,000.00)","$7,575.32 "
7/9/18,From: DBS CHILDCARE,0.0,Personal - Childcare,0,0
7/9/18,Ref: A002Q65Y0KUE,0.0,Personal - Childcare,0,0
7/9/18,ALDI STORES - WATERLO-19:32,-19.84,Personal - Groceries,($19.84),"$8,575.32 "
7/9/18,UBER TRIP SBLAN HELP.-00:54,-19.04,Expense - Travel - Taxis,($19.04),"$8,595.16 "
7/9/18,UBER *TRIP MFLEK SYDN-23:41,-13.86,Expense - Travel - Taxis,($13.86),"$8,614.20 "
7/9/18,SQ *POKEO BOWLS Alexa-12:46,-18.0,Personal - Skye,($18.00),"$8,628.06 "
7/9/18,INTERNET BANKING INT TFR,-2086.84,Mortgage,"($2,086.84)","$8,646.06 "
7/9/18,TFR TO: 944600 000359484 LOAN PAYM ENT,0.0,Mortgage,0,0
7/9/18,WOOLWORTHS 1050 ALEXA-12:38,-3.15,Personal - Groceries,($3.15),"$10,732.90 "
7/9/18,WOOLWORTHS 1474 REDFE-17:38,-30.15,Personal - Groceries,($30.15),"$10,736.05 "
7/9/18,YK KIM YOO AND KS KI -09:33,-11.3,Personal,($11.30),"$10,766.20 "
7/9/18,MirvacParking Broadwa-12:36,-13.39,Expense - Travel - Parking,($13.39),"$10,777.50 "
6/9/18,BOURKE ST BAKERY P L ALEXANDRIA AU,0.0,NAN,0,0
6/9/18,POS W/D -10:02,-26.5,Personal - Skye,($26.50),"$10,790.89 "
5/9/18,POS W/D -12:48,-15.5,Expense - Office Supplies,($15.50),"$10,817.39 "
5/9/18,Campos Alexandria AU,0.0,Expense - Office Supplies,0,0
4/9/18,UBER EATS RAPP6 HELP.-04:48,-31.0,Personal - Skye,($31.00),"$10,832.89 "
3/9/18,ALDI STORES - WATERLO-14:45,-242.57,Personal - Groceries,($242.57),"$10,863.89 "
3/9/18,COFFEE TEA & ME PTYQP-09:24,-4.3,Personal - Skye,($4.30),"$11,106.46 "
3/9/18,THE TUDOR REDFERN QPS-18:35,-27.5,Personal - Drinking Out,($27.50),"$11,110.76 "
2/9/18,BART JR Redfern-18:27,-61.5,Personal - Skye,($61.50),"$11,138.26 "
2/9/18,THE TUDOR REDFERN QPS-19:17,-16.0,Personal - Drinking Out,($16.00),"$11,199.76 "
2/9/18,THE TUDOR REDFERN RED-18:19,-52.0,Personal - Drinking Out,($52.00),"$11,215.76 "
2/9/18,THE TUDOR REDFERN RED-19:26,-47.5,Personal - Drinking Out,($47.50),"$11,267.76 "
2/9/18,UBER EATS UQ7NX HELP.-12:50,-111.0,Personal - Skye,($111.00),"$11,315.26 "
1/9/18,KMART 1155 BROADWAY-11:28,-91.5,Personal - Family,($91.50),"$11,426.26 "
1/9/18,BAILEY NELSON ULTIMO-12:30,-45.0,Personal - Health & Wellbeing,($45.00),"$11,517.76 "
1/9/18,APPLE STORE R523 BROA-12:06,-209.0,Expense - Office IT,($209.00),"$11,562.76 "
1/9/18,SMP*Zaida Cafe Pty Lt-13:36,-12.5,Personal - Lunch,($12.50),"$11,771.76 "
1/9/18,LEICHHARDT MUNICIPAL -12:04,-8.0,Expense - Travel - Parking,($8.00),"$11,784.26 "
31/8/18,UMI SUSHI HAYMARKET S-14:01,-29.0,Personal - Lunch,($29.00),"$11,792.26 "
31/8/18,WOOLWORTHS 1474 REDFE-07:42,-101.22,Personal - Groceries,($101.22),"$11,821.26 "
30/8/18,DAN MURPHYS 1879 ALEX-19:32,-149.55,Personal - Alcohol,($149.55),"$11,922.48 "
29/8/18,CITYOFSYDNEY PARKING -21:19,-1.96,Expense - Travel - Parking,($1.96),"$12,072.03 "
29/8/18,CITYOFSYDNEY PARKING -10:39,-5.8,Expense - Travel - Parking,($5.80),"$12,073.99 "
29/8/18,CITYOFSYDNEY PARKING -12:34,-5.8,Expense - Travel - Parking,($5.80),"$12,079.79 "
29/8/18,CITYOFSYDNEY PARKING -10:09,-4.9,Expense - Travel - Parking,($4.90),"$12,085.59 "
29/8/18,IINET LIMITED PERTH-09:29,-129.98,Expense - Phone & Internet,($129.98),"$12,090.49 "
29/8/18,CAPITOL COMPUTER SYDN-13:51,-138.0,Expense - Office IT,($138.00),"$12,220.47 "
27/8/18,POS W/D -09:56,-19.8,Expense - Office Supplies,($19.80),"$12,358.47 "
27/8/18,Campos Alexandria AU,0.0,Expense - Office Supplies,0,0
27/8/18,LIVING EDGE AUST PTY -12:47,-100.0,Personal - Skye,($100.00),"$12,378.27 "
27/8/18,COLES EXPRESS 1698 UL-12:34,-50.0,Personal - Groceries,($50.00),"$12,478.27 "
26/8/18,INTERNET BANKING EXT TFR,-175.0,Personal - Eating Out,($175.00),"$12,528.27 "
26/8/18,TFR TO: 012030 222911344 RCPT: 3XP NQ63PY5VTC5J3 Fratelli,0.0,Personal - Eating Out,0,0
26/8/18,LEW KILIC PTY LTD SYD-21:50,-42.0,Personal - Skye,($42.00),"$12,703.27 "
26/8/18,TAXI EPAY AUSTRALIA W-23:13,-18.5,Expense - Travel - Taxis,($18.50),"$12,745.27 "
26/8/18,SQ *10X10PHILANANTHRO-20:53,-250.0,Personal,($250.00),"$12,763.77 "
25/8/18,POS W/D -10:52,-7.0,Personal,($7.00),"$13,013.77 "
25/8/18,CREATE CATERING ULTIMO AU,0.0,Personal,0,0
25/8/18,nubo Alexandria-12:28,-22.5,Personal - Skye,($22.50),"$13,020.77 "
25/8/18,nubo Alexandria-13:20,-26.6,Personal - Skye,($26.60),"$13,043.27 "
25/8/18,nubo Alexandria-13:26,-20.6,Personal - Family,($20.60),"$13,069.87 "
25/8/18,nubo Alexandria-14:23,-22.5,Personal - Family,($22.50),"$13,090.47 "
25/8/18,SPOTTO NSW EAST SYDNE-21:23,-14.81,Expense - Travel - Taxis,($14.81),"$13,112.97 "
24/8/18,INWARD DIRECT DEBIT,-1000.0,Personal - Childcare,"($1,000.00)","$13,127.78 "
24/8/18,From: DBS CHILDCARE,0.0,Personal - Childcare,0,0
24/8/18,Ref: A130531-015728,0.0,Personal - Childcare,0,0
24/8/18,ATM W/D WESTPACREDFER-22:36,-210.0,Personal - Cash Out,($210.00),"$14,127.78 "
24/8/18,INTERNET BANKING INT TFR,-3071.25,Mortgage,"($3,071.25)","$14,337.78 "
24/8/18,TFR TO: 944600 000359484 FT18236ZC SHT,0.0,Mortgage,0,0
24/8/18,Bruce Leaves Pty Ltd -12:53,-14.9,Personal - Skye,($14.90),"$17,409.03 "
24/8/18,UBER *TRIP ROULN SYDN-16:40,-18.83,Expense - Travel - Taxis,($18.83),"$17,423.93 "
24/8/18,ST JAMES PHARMACY SYD-17:00,-10.0,Personal - Health & Wellbeing,($10.00),"$17,442.76 "
23/8/18,UBER *TRIP DCDCE SYDN-19:04,-16.34,Expense - Travel - Taxis,($16.34),"$17,452.76 "
23/8/18,Jimmys Recipe SYDNEY-12:03,-15.72,Personal - Lunch,($15.72),"$17,469.10 "
22/8/18,POS REVERSAL-17:29,93.88,Personal,$93.88 ,"$17,484.82 "
22/8/18,POS W/D -17:29,-93.88,Personal,($93.88),"$17,390.94 "
22/8/18,WOOLWORTHS 1474 REDFERN AU,0.0,Personal,0,0
22/8/18,EZI*NCIE Fitness Ctr -12:07,-107.31,Personal - Health & Wellbeing,($107.31),"$17,484.82 "
22/8/18,POS W/D -17:29,-93.88,Personal,($93.88),"$17,592.13 "
22/8/18,WOOLWORTHS 1474 REDFERN AU,0.0,Personal,0,0
21/8/18,UBER *EATS GQLFV SYDN-20:39,-33.8,Personal - Skye,($33.80),"$17,686.01 "
21/8/18,COPPOLA PIZZA REFERN-18:13,-47.0,Personal - Eating Out,($47.00),"$17,719.81 "
20/8/18,BREADFERN PTY LTD RED-11:17,-15.8,Personal - Groceries,($15.80),"$17,766.81 "
20/8/18,THE TUDOR REDFERN QPS-18:21,-22.5,Personal - Drinking Out,($22.50),"$17,782.61 "
19/8/18,BREADFERN PTY LTD RED-07:48,-10.3,Personal - Coffee,($10.30),"$17,805.11 "
18/8/18,UBER *TRIP 4UBVW SYDN-14:27,-19.81,Expense - Travel - Taxis,($19.81),"$17,815.41 "
16/8/18,LAUCA PROPERTIES PTY -13:41,-14.5,Personal,($14.50),"$17,835.22 "
15/8/18,Campos Alexandria AU,0.0,Expense - Office Supplies,0,0
15/8/18,ATM W/D NEWTOWN NEWTO-13:21,-100.0,Personal - Cash Out,($100.00),"$17,849.72 "
15/8/18,UBER *TRIP 6BJJ7 SYDN-08:06,-19.02,Expense - Travel - Taxis,($19.02),"$17,949.72 "
15/8/18,PYRMONT BRIDGE HOTEL -01:49,-18.0,Personal - Drinking Out,($18.00),"$17,968.74 "
15/8/18,WOOLWORTHS 1474 REDFE-17:46,-45.62,Personal - Groceries,($45.62),"$17,986.74 "
15/8/18,UNITED LOCKSMITHS WES-22:08,-102.09,Expense - Storage,($102.09),"$18,032.36 "
15/8/18,POS W/D -13:53,-20.5,Personal,($20.50),"$18,134.45 "
14/8/18,UBER *EATS V5GPT SYDN-20:37,-34.8,Personal - Eating Out,($34.80),"$18,154.95 "
14/8/18,UBER *TRIP 4WIJE SYDN-18:14,-15.19,Expense - Travel - Taxis,($15.19),"$18,189.75 "
13/8/18,GOOGLE*GOOGLE G.CO HE-00:00,-6.99,Expense - Subscriptions & Software Licences,($6.99),"$18,204.94 "
13/8/18,BREADFERN PTY LTD RED-10:12,-20.0,Personal - General,($20.00),"$18,211.93 "
12/8/18,UBER *EATS IJLXA SYDN-20:23,-98.0,Personal - Eating Out,($98.00),"$18,231.93 "
12/8/18,THE TUDOR REDFERN RED-19:32,-36.0,Personal - Drinking Out,($36.00),"$18,329.93 "
12/8/18,THE TUDOR REDFERN RED-18:20,-53.0,Personal - Drinking Out,($53.00),"$18,365.93 "
11/8/18,UBREAKIFIX SYDNEY-17:43,-109.0,Expense - Office IT,($109.00),"$18,418.93 "
10/8/18,ALAN'S SUSHI WOOLLOOM-14:08,-21.0,Personal - Lunch,($21.00),"$18,527.93 "
10/8/18,PANGBURN PHILOSOPHY V-01:56,-1105.0,Expense - Professional Development,"($1,105.00)","$18,548.93 "
10/8/18,INWARD DIRECT DEBIT,-1000.0,Personal - Childcare,"($1,000.00)","$19,653.93 "
10/8/18,From: PAYGATE,0.0,Personal - Childcare,0,0
10/8/18,Ref: 5781311/SDN Redfer,0.0,Personal - Childcare,0,0
9/8/18,LAUCA PROPERTIES PTY -13:38,-27.0,Personal - General,($27.00),"$20,653.93 "
8/8/18,EZI*NCIE Fitness Ctr -12:25,-107.31,Personal - Health & Wellbeing,($107.31),"$20,680.93 "
8/8/18,WOOLWORTHS 1474 REDFE-17:47,-55.85,Personal - Groceries,($55.85),"$20,788.24 "
8/8/18,ALDI STORES - WATERLO-18:06,-249.08,Personal - Groceries,($249.08),"$20,844.09 "
7/8/18,UBER *TRIP 3FIQI SYDN-11:40,-7.0,Expense - Travel - Taxis,($7.00),"$21,093.17 "
7/8/18,UBER *TRIP 4DGG6 SYDN-12:01,-22.64,Expense - Travel - Taxis,($22.64),"$21,100.17 "
7/8/18,UBER *TRIP 5A436 SYDN-12:48,-20.47,Expense - Travel - Taxis,($20.47),"$21,122.81 "
7/8/18,NATURES ENERGY BALMAI-15:04,-180.3,Personal - Skye,($180.30),"$21,143.28 "
7/8/18,UBER TRIP 46FXM HELP.-10:11,-14.75,Expense - Travel - Taxis,($14.75),"$21,323.58 "
7/8/18,WOOLWORTHS 1474 REDFE-16:15,-56.5,Personal - Groceries,($56.50),"$21,338.33 "
6/8/18,PAYPAL *MICROSOFT OFF-00:00,-13.0,Expense - Subscriptions & Software Licences,($13.00),"$21,394.83 "
5/8/18,UBER *TRIP GRQXL SYDN-20:35,-25.91,Expense - Travel - Taxis,($25.91),"$21,407.83 "
4/8/18,THE TUDOR REDFERN QPS-18:17,-23.0,Personal - Drinking Out,($23.00),"$21,433.74 "
4/8/18,Omafiets Dutch Bicycl-11:34,-333.27,Expense - Travel,($333.27),"$21,456.74 "
3/8/18,WOOLWORTHS 1474 REDFE-16:55,-38.56,Personal - Groceries,($38.56),"$21,790.01 "
2/8/18,BARRIO CELLAR SYDNEY-21:56,-106.57,UNKNOWN,($106.57),"$21,828.57 "
2/8/18,AUST CONSERVATION INC-23:00,-35.0,Donation,($35.00),"$21,935.14 "
